Level,WKT
303,"POLYGON ((6.412335659202610 46.413798972248607,6.429521132709435 46.490055144571372,6.339895059516999 46.495062818414404,6.322945211321700 46.418780692786164,6.412335659202610 46.413798972248607))"
304,"POLYGON ((6.111784099416404 46.276191775053100,6.128121046263958 46.352294883596585,6.039330422848942 46.357021331906907,6.023226653485084 46.280893722414611,6.111784099416404 46.276191775053100))"
305,"POLYGON ((6.200463676727389 46.271414010954715,6.217033965584450 46.347492229655309,6.128121046263958 46.352294883596585,6.111784099416404 46.276191775053100,6.200463676727389 46.271414010954715))"
306,"POLYGON ((6.151179404679127 46.043869568795571,6.167536827858505 46.119602544376981,6.079321010973154 46.124330935369422,6.063194017477652 46.048573475007700,6.151179404679127 46.043869568795571))"
307,"POLYGON ((6.079321010973154 46.124330935369422,6.095517563531571 46.200203746712653,6.007192318111003 46.204881326844962,5.991226994760158 46.128984281242069,6.079321010973154 46.124330935369422))"
308,"POLYGON ((7.010270921977504 46.999855482964996,7.029287696858238 47.076879335314615,6.937136388553729 47.082508147403487,6.918364010928805 47.005455100906005,7.010270921977504 46.999855482964996))"
309,"POLYGON ((6.991337286053379 46.922943974990240,7.010270921977504 46.999855482964996,6.918364010928805 47.005455100906005,6.899673743247255 46.928514557723190,6.991337286053379 46.922943974990240))"
310,"POLYGON ((7.102296615549294 46.994173760143731,7.121557906661386 47.071167999006256,7.029287696858238 47.076879335314615,7.010270921977504 46.999855482964996,7.102296615549294 46.994173760143731))"
311,"POLYGON ((7.471574399844195 46.970620186290823,7.491814845429587 47.047491756135216,7.399075496803009 47.053536013809754,7.379079993190698 46.976633142317056,7.471574399844195 46.970620186290823))"
312,"POLYGON ((7.136431762862023 46.758189848452851,7.155683668822929 46.834817473898951,7.064026016607636 46.840522005485553,7.045015678151126 46.763864833386357,7.136431762862023 46.758189848452851))"
313,"POLYGON ((7.079175823041573 46.528982832489106,7.098178348867757 46.605272363930027,7.007242377355785 46.610888736509985,6.988478408748078 46.534570137585185,7.079175823041573 46.528982832489106))"
314,"POLYGON ((7.169990062491308 46.523315341789207,7.189231261228175 46.599575397259066,7.098178348867757 46.605272363930027,7.079175823041573 46.528982832489106,7.169990062491308 46.523315341789207))"
315,"POLYGON ((7.150831970298083 46.447168146959520,7.169990062491308 46.523315341789207,7.079175823041573 46.528982832489106,7.060255412831301 46.452806321769522,7.150831970298083 46.447168146959520))"
316,"POLYGON ((7.060255412831301 46.452806321769522,7.079175823041573 46.528982832489106,6.988478408748078 46.534570137585185,6.969795563782777 46.458364717330269,7.060255412831301 46.452806321769522))"
317,"POLYGON ((6.932671275665387 46.306294032265860,6.951193349210111 46.382272631331766,6.861087272941426 46.387723172219680,6.842800674244908 46.311716377946212,6.932671275665387 46.306294032265860))"
318,"POLYGON ((6.842800674244908 46.311716377946212,6.861087272941426 46.387723172219680,6.771098990124891 46.393094884870230,6.753047738292168 46.317060295376415,6.842800674244908 46.311716377946212))"
319,"POLYGON ((7.434713543895544 46.120833998156264,7.454480428680167 46.196409468379528,7.364151629816657 46.202277622235989,7.344618956380878 46.126671865562209,7.434713543895544 46.120833998156264))"
320,"POLYGON ((7.344618956380878 46.126671865562209,7.364151629816657 46.202277622235989,7.273936771825257 46.208066132146151,7.254638207374755 46.132430491055366,7.344618956380878 46.126671865562209))"
321,"POLYGON ((7.364151629816657 46.202277622235989,7.383768314878561 46.277996369274859,7.293318382434197 46.283814926438666,7.273936771825257 46.208066132146151,7.364151629816657 46.202277622235989))"
322,"POLYGON ((7.454480428680167 46.196409468379528,7.474332289426683 46.272097764033767,7.383768314878561 46.277996369274859,7.364151629816657 46.202277622235989,7.454480428680167 46.196409468379528))"
323,"POLYGON ((7.664995560347626 45.952215494935636,7.685291499344005 46.027472594184403,7.595092586944988 46.033518436919245,7.575029233050587 45.958230178861029,7.664995560347626 45.952215494935636))"
324,"POLYGON ((7.775601716800578 46.021346865650628,7.796218088368060 46.096684852287027,7.705674250789497 46.102842312824372,7.685291499344005 46.027472594184403,7.775601716800578 46.021346865650628))"
325,"POLYGON ((8.035352356040772 46.620718412119473,8.056931644805193 46.696916770065855,7.964372686747577 46.703418236209217,7.943034870517193 46.627186318353985,8.035352356040772 46.620718412119473))"
326,"POLYGON ((8.127780476351807 46.614166800748087,8.149601301661335 46.690331176028451,8.056931644805193 46.696916770065855,8.035352356040772 46.620718412119473,8.127780476351807 46.614166800748087))"
327,"POLYGON ((8.013866159617201 46.544631037162404,8.035352356040772 46.620718412119473,7.943034870517193 46.627186318353985,7.921789156095402 46.551065564828775,8.013866159617201 46.544631037162404))"
328,"POLYGON ((7.921789156095402 46.551065564828775,7.943034870517193 46.627186318353985,7.850828677995231 46.633570783488786,7.829823375029529 46.557417071050949,7.921789156095402 46.551065564828775))"
329,"POLYGON ((7.943034870517193 46.627186318353985,7.964372686747577 46.703418236209217,7.871925090747578 46.709835839429651,7.850828677995231 46.633570783488786,7.943034870517193 46.627186318353985))"
330,"POLYGON ((7.850828677995231 46.633570783488786,7.871925090747578 46.709835839429651,7.779589516493124 46.716169846091240,7.758734433137676 46.639872072939603,7.850828677995231 46.633570783488786))"
331,"POLYGON ((8.425458615376060 46.982387758982078,8.448251810156407 47.059032296901030,8.354139533434134 47.065963944749498,8.331592999698980 46.989283621025280,8.425458615376060 46.982387758982078))"
332,"POLYGON ((8.354139533434134 47.065963944749498,8.376784676100176 47.142753775094306,8.282534368311019 47.149634155662149,8.260136862310439 47.072808783186304,8.354139533434134 47.065963944749498))"
333,"POLYGON ((8.448251810156407 47.059032296901030,8.471144633014832 47.135786147293096,8.376784676100176 47.142753775094306,8.354139533434134 47.065963944749498,8.448251810156407 47.059032296901030))"
334,"POLYGON ((8.445317846831962 47.373778336752686,8.468363538694774 47.451004208780269,8.373112359801237 47.458028698322053,8.350318445982198 47.380766505836803,8.445317846831962 47.373778336752686))"
335,"POLYGON ((8.422373219038203 47.296661171140087,8.445317846831962 47.373778336752686,8.350318445982198 47.380766505836803,8.327624552166816 47.303613215961398,8.422373219038203 47.296661171140087))"
336,"POLYGON ((8.491510920716498 47.528338579278248,8.514760624005648 47.605781237116098,8.419002733266012 47.612878960508823,8.396006913833304 47.535399586558718,8.491510920716498 47.528338579278248))"
337,"POLYGON ((8.468363538694774 47.451004208780269,8.491510920716498 47.528338579278248,8.396006913833304 47.535399586558718,8.373112359801237 47.458028698322053,8.468363538694774 47.451004208780269))"
338,"POLYGON ((8.563724522277461 47.443890698166882,8.587124766389787 47.521188101774200,8.491510920716498 47.528338579278248,8.468363538694774 47.451004208780269,8.563724522277461 47.443890698166882))"
339,"POLYGON ((8.587124766389787 47.521188101774200,8.610628385657154 47.598593592048815,8.514760624005648 47.605781237116098,8.491510920716498 47.528338579278248,8.587124766389787 47.521188101774200))"
340,"POLYGON ((7.730615145486107 47.582344527053806,7.751835150542726 47.660068351369638,7.656982369711560 47.666456663038026,7.636015789356988 47.588699700215152,7.730615145486107 47.582344527053806))"
341,"POLYGON ((7.803951454258062 47.498321489833778,7.825330069375522 47.575902104218756,7.730615145486107 47.582344527053806,7.709488963632379 47.504730512702601,7.803951454258062 47.498321489833778))"
342,"POLYGON ((7.709488963632379 47.504730512702601,7.730615145486107 47.582344527053806,7.636015789356988 47.588699700215152,7.615141962340153 47.511052727346645,7.709488963632379 47.504730512702601))"
343,"POLYGON ((7.636015789356988 47.588699700215152,7.656982369711560 47.666456663038026,7.562245937831531 47.672757566698735,7.541532699829566 47.594967908078743,7.636015789356988 47.588699700215152))"
344,"POLYGON ((7.541532699829566 47.594967908078743,7.562245937831531 47.672757566698735,7.467626555320506 47.678971349229933,7.447166571849657 47.601149436472625,7.541532699829566 47.594967908078743))"
345,"POLYGON ((8.754772989799232 47.429395536945023,8.778679037846851 47.506617655770867,8.682847717717818 47.513947883557094,8.659194583046324 47.436687896882624,8.754772989799232 47.429395536945023))"
346,"POLYGON ((8.778679037846851 47.506617655770867,8.802690562682502 47.583947453023512,8.706605279401625 47.591315753927667,8.682847717717818 47.513947883557094,8.778679037846851 47.506617655770867))"
347,"POLYGON ((8.659194583046324 47.436687896882624,8.682847717717818 47.513947883557094,8.587124766389787 47.521188101774200,8.563724522277461 47.443890698166882,8.659194583046324 47.436687896882624))"
348,"POLYGON ((8.730971769862130 47.352281311020207,8.754772989799232 47.429395536945023,8.659194583046324 47.436687896882624,8.635645232533159 47.359536007253013,8.730971769862130 47.352281311020207))"
349,"POLYGON ((8.707274734495124 47.275275189265038,8.730971769862130 47.352281311020207,8.635645232533159 47.359536007253013,8.612199028422435 47.282492424818017,8.707274734495124 47.275275189265038))"
350,"POLYGON ((8.588855338007072 47.205557356542705,8.612199028422435 47.282492424818017,8.517231616586630 47.289620996698353,8.494137696140013 47.212649113742408,8.588855338007072 47.205557356542705))"
351,"POLYGON ((8.565613533580127 47.128731006222061,8.588855338007072 47.205557356542705,8.494137696140013 47.212649113742408,8.471144633014832 47.135786147293096,8.565613533580127 47.128731006222061))"
352,"POLYGON ((8.660190668698482 47.121588087396844,8.683681245245348 47.198377379756977,8.588855338007072 47.205557356542705,8.565613533580127 47.128731006222061,8.660190668698482 47.121588087396844))"
353,"POLYGON ((8.683681245245348 47.198377379756977,8.707274734495124 47.275275189265038,8.612199028422435 47.282492424818017,8.588855338007072 47.205557356542705,8.683681245245348 47.198377379756977))"
354,"POLYGON ((8.778614699682043 47.191108919611452,8.802458011112106 47.267969025407183,8.707274734495124 47.275275189265038,8.683681245245348 47.198377379756977,8.778614699682043 47.191108919611452))"
355,"POLYGON ((8.754875325667681 47.114357127902551,8.778614699682043 47.191108919611452,8.683681245245348 47.198377379756977,8.660190668698482 47.121588087396844,8.754875325667681 47.114357127902551))"
356,"POLYGON ((8.873654979539799 47.183751713935372,8.897748130957812 47.260573670231558,8.802458011112106 47.267969025407183,8.778614699682043 47.191108919611452,8.873654979539799 47.183751713935372))"
357,"POLYGON ((9.091589268538588 47.561297101455175,9.116472034292551 47.638616779275289,9.019811034877701 47.646297721281947,8.995183309060112 47.568938392309363,9.091589268538588 47.561297101455175))"
358,"POLYGON ((9.116472034292551 47.638616779275289,9.141464761007560 47.716043060366609,9.044547666876324 47.723763868020839,9.019811034877701 47.646297721281947,9.116472034292551 47.638616779275289))"
359,"POLYGON ((9.549141242214855 47.444703779537264,9.575184528326451 47.521712577005168,9.478259302488201 47.529814086428480,9.452469937916668 47.452763560752885,9.549141242214855 47.444703779537264))"
360,"POLYGON ((9.452469937916668 47.452763560752885,9.478259302488201 47.529814086428480,9.381436393674578 47.537823036812313,9.355900976180505 47.460731242509169,9.452469937916668 47.452763560752885))"
361,"POLYGON ((9.426793335970427 47.375819212347416,9.452469937916668 47.452763560752885,9.355900976180505 47.460731242509169,9.330477287543582 47.383745846804587,9.426793335970427 47.375819212347416))"
362,"POLYGON ((9.725356808449401 45.679995586799770,9.738092662748835 45.717114658826439,9.692014899102904 45.721057755060684,9.679336988913358 45.683928598340884,9.725356808449401 45.679995586799770))"
363,"POLYGON ((9.317987519598793 46.020687698800486,9.330292009679903 46.058133564730888,9.284017008979010 46.061922847118645,9.271771391995996 46.024467259982956,9.317987519598793 46.020687698800486))"
364,"POLYGON ((9.364228658299485 46.016886929623517,9.376592021228927 46.054323021735684,9.330292009679903 46.058133564730888,9.317987519598793 46.020687698800486,9.364228658299485 46.016886929623517))"
365,"POLYGON ((9.305709058650882 45.983269099383051,9.317987519598793 46.020687698800486,9.271771391995996 46.024467259982956,9.259551688042883 45.987038965369429,9.305709058650882 45.983269099383051))"
366,"POLYGON ((9.394774195163693 45.822547958309087,9.407124192972306 45.859828194154773,9.361067618770790 45.863632213914684,9.348775916776995 45.826342230202044,9.394774195163693 45.822547958309087))"
367,"POLYGON ((9.348775916776995 45.826342230202044,9.361067618770790 45.863632213914684,9.315035887661610 45.867415176554516,9.302802481721184 45.830115497021623,9.348775916776995 45.826342230202044))"
368,"POLYGON ((8.959478407617341 45.934327236853726,8.971295380667668 45.971757649442118,8.925374076100255 45.975370951552030,8.913615619203586 45.937931259862580,8.959478407617341 45.934327236853726))"
369,"POLYGON ((8.925374076100255 45.975370951552030,8.937157481357804 46.012838155242726,8.891203225979188 46.016439843818077,8.879478450734704 45.978963388058226,8.925374076100255 45.975370951552030))"
370,"POLYGON ((9.030757708988043 46.159321604891900,9.042726192180300 46.196916628231470,8.996451336766270 46.200586131369882,8.984542072403546 46.162981678182980,9.030757708988043 46.159321604891900))"
371,"POLYGON ((9.042726192180300 46.196916628231470,9.054720190863231 46.234539012695365,9.008385998414234 46.238217971044349,8.996451336766270 46.200586131369882,9.042726192180300 46.196916628231470))"
372,"POLYGON ((8.788289708661178 46.139796867947616,8.799937270747970 46.177411006819625,8.753850925693110 46.180965750303855,8.742262451374634 46.143342468963205,8.788289708661178 46.139796867947616))"
373,"POLYGON ((8.834342988466997 46.136230314366415,8.846049641578887 46.173835258449941,8.799937270747970 46.177411006819625,8.788289708661178 46.139796867947616,8.834342988466997 46.136230314366415))"
374,"POLYGON ((8.581974765237923 45.925102832693511,8.593299639508729 45.962578326002138,8.547644556783663 45.966016685926590,8.536378052493337 45.928532350847355,8.581974765237923 45.925102832693511))"
375,"POLYGON ((8.570673878816550 45.887655061828319,8.581974765237923 45.925102832693511,8.536378052493337 45.928532350847355,8.525135419463783 45.891075761989860,8.570673878816550 45.887655061828319))"
376,"POLYGON ((8.525135419463783 45.891075761989860,8.536378052493337 45.928532350847355,8.490807663883245 45.931941349629788,8.479623279015842 45.894475993981239,8.525135419463783 45.891075761989860))"
377,"POLYGON ((8.400900237265947 45.785600526452768,8.411955886040287 45.822991102852015,8.366612747588041 45.826333231443748,8.355614986830897 45.788934060283204,8.400900237265947 45.785600526452768))"
378,"POLYGON ((8.446211948458542 45.782246738409491,8.457325491371877 45.819628669337973,8.411955886040287 45.822991102852015,8.400900237265947 45.785600526452768,8.446211948458542 45.782246738409491))"
379,"POLYGON ((8.616400578988637 45.731309343952717,8.627721818311253 45.768628433215447,8.582305055841157 45.772063543343158,8.571041617052101 45.734735629038504,8.616400578988637 45.731309343952717))"
380,"POLYGON ((8.627721818311253 45.768628433215447,8.639066993098844 45.805975274139406,8.593592314953732 45.809419233088065,8.582305055841157 45.772063543343158,8.627721818311253 45.768628433215447))"
381,"POLYGON ((8.582305055841157 45.772063543343158,8.593592314953732 45.809419233088065,8.548143785400654 45.812842764987870,8.536914437022819 45.775478277335544,8.582305055841157 45.772063543343158))"
382,"POLYGON ((8.571041617052101 45.734735629038504,8.582305055841157 45.772063543343158,8.536914437022819 45.775478277335544,8.525708793725265 45.738141588773473,8.571041617052101 45.734735629038504))"
383,"POLYGON ((8.821225587021614 45.791994562849233,8.832826935086942 45.829333134338462,8.787190417875051 45.832868181097787,8.775647117300226 45.795520532277777,8.821225587021614 45.791994562849233))"
384,"POLYGON ((8.775647117300226 45.795520532277777,8.787190417875051 45.832868181097787,8.741579731379087 45.836382628830016,8.730094474652034 45.799025953919099,8.775647117300226 45.795520532277777))"
385,"POLYGON ((8.787190417875051 45.832868181097787,8.798758142637707 45.870243470858810,8.753089296853283 45.873766968979339,8.741579731379087 45.836382628830016,8.787190417875051 45.832868181097787))"
386,"POLYGON ((8.832826935086942 45.829333134338462,8.844452822672201 45.866699322341717,8.798758142637707 45.870243470858810,8.787190417875051 45.832868181097787,8.832826935086942 45.829333134338462))"
387,"POLYGON ((9.095234230596853 45.770405571023090,9.107183923267655 45.807688599825177,9.061394133551245 45.811347867852092,9.049502503909963 45.774055453284525,9.095234230596853 45.770405571023090))"
388,"POLYGON ((9.061394133551245 45.811347867852092,9.073310877698557 45.848667774855265,9.027488252655441 45.852315624453162,9.015629684471953 45.814986358131776,9.061394133551245 45.811347867852092))"
389,"POLYGON ((6.930070360126375 45.922748104434746,6.939240228253521 45.960424412398758,6.894755967697197 45.963121181085867,6.885643742446334 45.925437901120929,6.930070360126375 45.922748104434746))"
390,"POLYGON ((6.939240228253521 45.960424412398758,6.948429713275992 45.998129251352701,6.903887691058594 46.000833011040534,6.894755967697197 45.963121181085867,6.939240228253521 45.960424412398758))"
391,"POLYGON ((6.894755967697197 45.963121181085867,6.903887691058594 46.000833011040534,6.859374738358916 46.003517457791666,6.850300760972391 45.965798685801005,6.894755967697197 45.963121181085867))"
392,"POLYGON ((6.885643742446334 45.925437901120929,6.894755967697197 45.963121181085867,6.850300760972391 45.965798685801005,6.841246162856703 45.928108482671654,6.885643742446334 45.925437901120929))"
393,"POLYGON ((6.920920049983684 45.885100344417076,6.930070360126375 45.922748104434746,6.885643742446334 45.925437901120929,6.876550956730688 45.887783188049362,6.920920049983684 45.885100344417076))"
394,"POLYGON ((6.911789239143896 45.847481149126246,6.920920049983684 45.885100344417076,6.876550956730688 45.887783188049362,6.867477552203075 45.850157058599066,6.911789239143896 45.847481149126246))"
395,"POLYGON ((6.708098038033971 46.512694619219680,6.717093224215236 46.550853694545566,6.671966267826695 46.553498223869497,6.663030415161955 46.515332290380393,6.708098038033971 46.512694619219680))"
396,"POLYGON ((6.699122327626026 46.474563973092572,6.708098038033971 46.512694619219680,6.663030415161955 46.515332290380393,6.654113914190685 46.477194804784098,6.699122327626026 46.474563973092572))"
397,"POLYGON ((6.609135354624716 46.479806002036653,6.617992663402291 46.517950276985658,6.572984857096407 46.520548613949245,6.564186722982143 46.482397599694124,6.609135354624716 46.479806002036653))"
398,"POLYGON ((6.564186722982143 46.482397599694124,6.572984857096407 46.520548613949245,6.528007070356752 46.523127336254589,6.519268093088733 46.484969632669674,6.564186722982143 46.482397599694124))"
399,"POLYGON ((6.572984857096407 46.520548613949245,6.581802094587696 46.558728113088563,6.536765026767843 46.561313543021214,6.528007070356752 46.523127336254589,6.572984857096407 46.520548613949245))"
400,"POLYGON ((6.051339660336355 46.202551948028969,6.059406154009637 46.240537676139958,6.015200833000681 46.242873114320787,6.007192318111003 46.204881326844962,6.051339660336355 46.202551948028969))"
401,"POLYGON ((6.095517563531571 46.200203746712653,6.103642056910352 46.238183367241838,6.059406154009637 46.240537676139958,6.051339660336355 46.202551948028969,6.095517563531571 46.200203746712653))"
402,"POLYGON ((6.147908472094239 46.235810152562458,6.156108656673882 46.273812387641293,6.111784099416404 46.276191775053100,6.103642056910352 46.238183367241838,6.147908472094239 46.235810152562458))"
403,"POLYGON ((6.175741959239732 46.157512246792621,6.183964775249060 46.195450736676911,6.139725958357268 46.197836687905117,6.131561061761596 46.159892010727702,6.175741959239732 46.157512246792621))"
404,"POLYGON ((6.131561061761596 46.159892010727702,6.139725958357268 46.197836687905117,6.095517563531571 46.200203746712653,6.087410565931694 46.162252930476676,6.131561061761596 46.159892010727702))"
405,"POLYGON ((7.451422221093694 46.893860133160722,7.461487311020131 46.932226208999630,7.415286671943917 46.935235287933317,7.405282504086772 46.896861413419323,7.451422221093694 46.893860133160722))"
406,"POLYGON ((7.415286671943917 46.935235287933317,7.425312711213364 46.973637085150820,7.379079993190698 46.976633142317056,7.369114991313292 46.938223577985923,7.415286671943917 46.935235287933317))"
407,"POLYGON ((7.182183782924330 46.755321841756896,7.191859599183335 46.793614143950684,7.146047229215976 46.796489604911557,7.136431762862023 46.758189848452851,7.182183782924330 46.755321841756896))"
408,"POLYGON ((7.191859599183335 46.793614143950684,7.201556515103735 46.831934538336569,7.155683668822929 46.834817473898951,7.146047229215976 46.796489604911557,7.191859599183335 46.793614143950684))"
409,"POLYGON ((6.951193349210111 46.382272631331766,6.960484408373272 46.420304497938659,6.915357623039488 46.423046741860610,6.906125624285159 46.385007772455573,6.951193349210111 46.382272631331766))"
410,"POLYGON ((6.960484408373272 46.420304497938659,6.969795563782777 46.458364717330269,6.924609595011173 46.461114083431198,6.915357623039488 46.423046741860610,6.960484408373272 46.420304497938659))"
411,"POLYGON ((7.755073106487263 45.946121326965439,7.765326474320486 45.983720031041067,7.720215723072507 45.986784971180938,7.710020469195820 45.949178362543272,7.755073106487263 45.946121326965439))"
412,"POLYGON ((7.765326474320486 45.983720031041067,7.775601716800578 46.021346865650628,7.730432733363108 46.024419731788491,7.720215723072507 45.986784971180938,7.765326474320486 45.983720031041067))"
413,"POLYGON ((8.295900618826153 47.031034459489540,8.307124453558048 47.069397198513222,8.260136862310439 47.072808783186304,8.248974742168787 47.034437221877702,8.295900618826153 47.031034459489540))"
414,"POLYGON ((8.517231616586630 47.289620996698353,8.528816592477249 47.328147718646015,8.481311091793319 47.331687996466364,8.469788746166119 47.293152116897332,8.517231616586630 47.289620996698353))"
415,"POLYGON ((8.552062966644549 47.405282595311519,8.563724522277461 47.443890698166882,8.516030350281985 47.447458597995166,8.504431815536964 47.408841262877985,8.552062966644549 47.405282595311519))"
416,"POLYGON ((8.492858755530815 47.370251053714405,8.504431815536964 47.408841262877985,8.456828020741172 47.412377697386638,8.445317846831962 47.373778336752686,8.492858755530815 47.370251053714405))"
417,"POLYGON ((7.568011987031837 47.514181370072535,7.578374336119743 47.552999240990857,7.531210497327733 47.556114379019583,7.520911143778632 47.517288417108283,7.568011987031837 47.514181370072535))"
418,"POLYGON ((7.578374336119743 47.552999240990857,7.588759667742463 47.591844656978729,7.541532699829566 47.594967908078743,7.531210497327733 47.556114379019583,7.578374336119743 47.552999240990857))"
419,"POLYGON ((8.599721383359949 47.401701661092829,8.611445963627281 47.440300475645621,8.563724522277461 47.443890698166882,8.552062966644549 47.405282595311519,8.599721383359949 47.401701661092829))"
420,"POLYGON ((8.564701740636183 47.286067777114965,8.576349350905351 47.324585285827382,8.528816592477249 47.328147718646015,8.517231616586630 47.289620996698353,8.564701740636183 47.286067777114965))"
421,"POLYGON ((9.177388630803996 47.673431620796485,9.189962870335963 47.712148006192194,9.141464761007560 47.716043060366609,9.128954610031830 47.677316608565242,9.177388630803996 47.673431620796485))"
422,"POLYGON ((9.164842098497836 47.634741830809183,9.177388630803996 47.673431620796485,9.128954610031830 47.677316608565242,9.116472034292551 47.638616779275289,9.164842098497836 47.634741830809183))"
423,"POLYGON ((9.213238411465698 47.630843853591983,9.225848899177846 47.669523546655057,9.177388630803996 47.673431620796485,9.164842098497836 47.634741830809183,9.213238411465698 47.630843853591983))"
424,"POLYGON ((9.225848899177846 47.669523546655057,9.238487225954970 47.708229807878489,9.189962870335963 47.712148006192194,9.177388630803996 47.673431620796485,9.225848899177846 47.669523546655057))"
425,"POLYGON ((9.685672620072015 45.702489781837158,9.692014899102904 45.721057755060684,9.668985076525423 45.723021377821432,9.662657291000052 45.704450891497892,9.685672620072015 45.702489781837158))"
426,"POLYGON ((9.662657291000052 45.704450891497892,9.668985076525423 45.723021377821432,9.645961307554558 45.724979721703399,9.639648015808769 45.706406728779811,9.662657291000052 45.704450891497892))"
427,"POLYGON ((9.656336139277466 45.685887198252757,9.662657291000052 45.704450891497892,9.639648015808769 45.706406728779811,9.633341343788031 45.687840532277754,9.656336139277466 45.685887198252757))"
428,"POLYGON ((8.948331523653883 45.973566910576046,8.954234753807386 45.992294753491556,8.931262655558852 45.994101115671114,8.925374076100255 45.975370951552030,8.948331523653883 45.973566910576046))"
429,"POLYGON ((8.977213261810187 45.990483164656872,8.983137418415891 46.009215549077041,8.960144244866280 46.011029468740134,8.954234753807386 45.992294753491556,8.977213261810187 45.990483164656872))"
430,"POLYGON ((9.090255631248722 45.828175003155145,9.096231698766406 45.846836040878514,9.073310877698557 45.848667774855265,9.067349361680701 45.830004386043747,9.090255631248722 45.828175003155145))"
431,"POLYGON ((9.107183923267655 45.807688599825177,9.113168225888007 45.826340415686744,9.090255631248722 45.828175003155145,9.084285865973587 45.809520832900922,9.107183923267655 45.807688599825177))"
432,"POLYGON ((6.858906884792273 45.907942932953645,6.863441318391129 45.926775591705812,6.841246162856703 45.928108482671654,6.836726112816797 45.909274099702834,6.858906884792273 45.907942932953645))"
433,"POLYGON ((6.854377288982835 45.889117420377140,6.858906884792273 45.907942932953645,6.836726112816797 45.909274099702834,6.832210885772658 45.890446865254837,6.854377288982835 45.889117420377140))"
434,"POLYGON ((6.881094923298642 45.906606972673863,6.885643742446334 45.925437901120929,6.863441318391129 45.926775591705812,6.858906884792273 45.907942932953645,6.881094923298642 45.906606972673863))"
435,"POLYGON ((6.162483447838276 45.890394325092856,6.166559886887811 45.909255972734371,6.144637338685984 45.910437558040329,6.140575168553624 45.891574379118836,6.162483447838276 45.890394325092856))"
436,"POLYGON ((6.644958482016412 46.535724857976689,6.649413993076153 46.554813085795061,6.626869199740799 46.556123018389250,6.622428524449515 46.537033090570958,6.644958482016412 46.535724857976689))"
437,"POLYGON ((6.663030415161955 46.515332290380393,6.667495918833287 46.534411702331916,6.644958482016412 46.535724857976689,6.640507800741377 46.516643742071984,6.663030415161955 46.515332290380393))"
438,"POLYGON ((6.667495918833287 46.534411702331916,6.671966267826695 46.553498223869497,6.649413993076153 46.554813085795061,6.644958482016412 46.535724857976689,6.667495918833287 46.534411702331916))"
439,"POLYGON ((6.658569749410319 46.496259990404901,6.663030415161955 46.515332290380393,6.640507800741377 46.516643742071984,6.636061941871104 46.497569740467668,6.658569749410319 46.496259990404901))"
440,"POLYGON ((6.595485012430228 46.519251899487827,6.599906055436136 46.538336404485506,6.577391084265483 46.539634804095463,6.572984857096407 46.520548613949245,6.595485012430228 46.519251899487827))"
441,"POLYGON ((6.617992663402291 46.517950276985658,6.622428524449515 46.537033090570958,6.599906055436136 46.538336404485506,6.595485012430228 46.519251899487827,6.617992663402291 46.517950276985658))"
442,"POLYGON ((6.622428524449515 46.537033090570958,6.626869199740799 46.556123018389250,6.604331897142232 46.557428026027239,6.599906055436136 46.538336404485506,6.622428524449515 46.537033090570958))"
443,"POLYGON ((6.117617953833112 46.199022576679823,6.121692506431293 46.218007252569585,6.099577619919278 46.219189957499673,6.095517563531571 46.200203746712653,6.117617953833112 46.199022576679823))"
444,"POLYGON ((6.143815009731739 46.216819822860820,6.147908472094239 46.235810152562458,6.125771454826256 46.236999125313893,6.121692506431293 46.218007252569585,6.143815009731739 46.216819822860820))"
445,"POLYGON ((6.165945121101176 46.215627664004593,6.170053099977961 46.234616444614190,6.147908472094239 46.235810152562458,6.143815009731739 46.216819822860820,6.165945121101176 46.215627664004593))"
446,"POLYGON ((6.183964775249060 46.195450736676911,6.188082831806093 46.214430771635968,6.165945121101176 46.215627664004593,6.161841568401459 46.196646076024273,6.183964775249060 46.195450736676911))"
447,"POLYGON ((7.443408911920731 46.952928808540683,7.448439939305686 46.972131243099696,7.425312711213364 46.973637085150820,7.420296953447263 46.954432697585133,7.443408911920731 46.952928808540683))"
448,"POLYGON ((7.438383376759527 46.933733349239716,7.443408911920731 46.952928808540683,7.420296953447263 46.954432697585133,7.415286671943917 46.935235287933317,7.438383376759527 46.933733349239716))"
449,"POLYGON ((7.466528101342321 46.951419711348407,7.471574399844195 46.970620186290823,7.448439939305686 46.972131243099696,7.443408911920731 46.952928808540683,7.466528101342321 46.951419711348407))"
450,"POLYGON ((6.874854143911985 46.444802853097485,6.879453031007891 46.463843607513979,6.856885799371130 46.465200939551160,6.852301708986941 46.446158425428770,6.874854143911985 46.444802853097485))"
451,"POLYGON ((6.852301708986941 46.446158425428770,6.856885799371130 46.465200939551160,6.834325947190264 46.466553323995953,6.829756651519715 46.447509056458557,6.852301708986941 46.446158425428770))"
452,"POLYGON ((8.319373868584002 47.029324974888738,8.324998146879430 47.048500703515323,8.301509475312530 47.050212402397754,8.295900618826153 47.031034459489540,8.319373868584002 47.029324974888738))"
453,"POLYGON ((8.348493678998945 47.046783590010662,8.354139533434134 47.065963944749498,8.330628562860488 47.067683282350288,8.324998146879430 47.048500703515323,8.348493678998945 47.046783590010662))"
454,"POLYGON ((8.510846773151728 47.349196467285687,8.516639472556955 47.368479097838140,8.492858755530815 47.370251053714405,8.487081754020675 47.350966129486082,8.510846773151728 47.349196467285687))"
