Level,WKT
148,"POLYGON ((14.308057917635146 49.127577163744121,14.970598238485335 50.378472275668003,13.193719207186064 50.597280136010951,12.604147283761835 49.329222179374099,14.308057917635146 49.127577163744121))"
149,"POLYGON ((20.362565760553178 46.879682156892024,21.235477106294123 48.024610535930513,19.495860513186237 48.345529004117203,18.683146248663530 47.176692758169196,20.362565760553178 46.879682156892024))"
150,"POLYGON ((21.168099470551677 45.450687490316390,22.042745824602040 46.554348013265873,20.362565760553178 46.879682156892024,19.543057936899302 45.752099563456341,21.168099470551677 45.450687490316390))"
151,"POLYGON ((17.008632598673170 47.445389902522180,17.758390332565508 48.636200853443590,16.027616110289053 48.896762695213269,15.343163705293694 47.685991371578375,17.008632598673170 47.445389902522180))"
152,"POLYGON ((12.576178305813434 45.513768386073856,13.114752210088270 46.693916620060762,11.544173930673830 46.865240326835043,11.066536404102045 45.671727887764462,12.576178305813434 45.513768386073856))"
153,"POLYGON ((14.104888538332542 45.332520161691733,14.703551823761567 46.497480002281911,13.114752210088270 46.693916620060762,12.576178305813434 45.513768386073856,14.104888538332542 45.332520161691733))"
154,"POLYGON ((12.071828066225285 44.359429577801457,12.576178305813434 45.513768386073856,11.066536404102045 45.671727887764462,10.619655276155134 44.505098209896218,12.071828066225285 44.359429577801457))"
155,"POLYGON ((10.619655276155134 44.505098209896218,11.066536404102045 45.671727887764462,9.579014061982095 45.807160242475511,9.189905212974633 44.629917687254505,10.619655276155134 44.505098209896218))"
156,"POLYGON ((11.066536404102045 45.671727887764462,11.544173930673830 46.865240326835043,9.995229633242426 47.012226290746462,9.579014061982095 45.807160242475511,11.066536404102045 45.671727887764462))"
157,"POLYGON ((8.116483200736917 45.920944695035978,8.471144633014832 47.135786147293096,6.974929515996146 47.236951049105357,6.681615068578809 46.014062785969692,8.116483200736917 45.920944695035978))"
158,"POLYGON ((7.289681472358652 48.488487251398382,7.628149668580709 49.767822338621940,6.027530295521267 49.862303747198261,5.758967068036454 48.575358667176111,7.289681472358652 48.488487251398382))"
159,"POLYGON ((12.055578993495207 48.084767624046599,12.604147283761835 49.329222179374099,10.920171278702156 49.502476429278914,10.441260284407551 48.244330800084633,12.055578993495207 48.084767624046599))"
160,"POLYGON ((12.604147283761835 49.329222179374099,13.193719207186064 50.597280136010951,11.435443290813238 50.785437823370195,10.920171278702156 49.502476429278914,12.604147283761835 49.329222179374099))"
161,"POLYGON ((10.920171278702156 49.502476429278914,11.435443290813238 50.785437823370195,9.700391943945801 50.943920795299199,9.260221531171478 49.648301643763276,10.920171278702156 49.502476429278914))"
162,"POLYGON ((13.193719207186064 50.597280136010951,13.828650972280155 51.887365387384364,11.991042311024694 52.091746641976073,11.435443290813238 50.785437823370195,13.193719207186064 50.597280136010951))"
163,"POLYGON ((11.991042311024694 52.091746641976073,12.591503479779586 53.419677519882192,10.689603968427285 53.607011796217471,10.175510843043208 52.264030227623138,11.991042311024694 52.091746641976073))"
164,"POLYGON ((7.992937617358217 51.073894292578352,8.387032378659491 52.405415375105505,6.630267281171657 52.517295718872049,6.317155695526505 51.176688984306288,7.992937617358217 51.073894292578352))"
165,"POLYGON ((6.027530295521267 49.862303747198261,6.317155695526505 51.176688984306288,4.676786103624886 51.253775018891623,4.461632215086674 49.933128678392912,6.027530295521267 49.862303747198261))"
166,"POLYGON ((1.673333374470913 54.073181848137260,1.762807993164275 55.478814087305238,0.000000000000000 55.491477012331607,0.000000000000000 54.084792577413410,1.673333374470913 54.073181848137260))"
167,"POLYGON ((3.075205182261105 51.306735346476174,3.228647869635616 52.658913362585963,1.591140271194587 52.692143831630716,1.515407900022127 51.337239123676525,3.075205182261105 51.306735346476174))"
168,"POLYGON ((-1.445433060974484 50.009787484661381,-1.515407900022127 51.337239123676525,-3.075205182261105 51.306735346476174,-2.933398179187317 49.981774011881548,-1.445433060974484 50.009787484661381))"
169,"POLYGON ((0.000000000000000 50.018765341081107,0.000000000000000 51.347015921617647,-1.515407900022127 51.337239123676525,-1.445433060974484 50.009787484661381,0.000000000000000 50.018765341081107))"
170,"POLYGON ((0.000000000000000 52.702795575506265,0.000000000000000 54.084792577413410,-1.673333374470913 54.073181848137260,-1.591140271194587 52.692143831630716,0.000000000000000 52.702795575506265))"
171,"POLYGON ((-1.591140271194587 52.692143831630716,-1.673333374470913 54.073181848137260,-3.395141004864177 54.036963429647578,-3.228647869635616 52.658913362585963,-1.591140271194587 52.692143831630716))"
172,"POLYGON ((0.000000000000000 54.084792577413410,0.000000000000000 55.491477012331607,-1.762807993164275 55.478814087305238,-1.673333374470913 54.073181848137260,0.000000000000000 54.084792577413410))"
173,"POLYGON ((-72.793427411958547 44.897783943538634,-74.350537449691757 45.127353618527074,-74.967636534702933 44.002689033371851,-73.465162142654847 43.790487397856815,-72.793427411958547 44.897783943538634))"
174,"POLYGON ((-73.692994583686897 46.275307282869974,-75.296448176238442 46.497480002281911,-75.895111461667469 45.332520161691733,-74.350537449691757 45.127353618527074,-73.692994583686897 46.275307282869974))"
175,"POLYGON ((-121.752387486883748 49.576716485934355,-123.559133179346603 49.004169841702314,-122.242467839123336 47.994058043415230,-120.475174462144537 48.529130830592315,-121.752387486883748 49.576716485934355))"
176,"POLYGON ((121.474528157216085 45.485433445539826,123.111341960372030 44.968173317392427,124.362785490709939 45.905060164051079,122.693956243992375 46.457519180794492,121.474528157216085 45.485433445539826))"
177,"POLYGON ((136.209154681381420 35.824418343121920,136.209154681381420 34.684312990210778,137.449039738358152 35.230545881867812,137.449039738358181 36.378189033414749,136.209154681381420 35.824418343121920))"
178,"POLYGON ((136.209154681381420 34.684312990210778,136.209154681381420 33.530638549266357,137.449039738358152 34.068354172618420,137.449039738358152 35.230545881867812,136.209154681381420 34.684312990210778))"
179,"POLYGON ((137.449039738358152 35.230545881867812,137.449039738358152 34.068354172618420,138.719142321347618 34.599440323302552,138.719142321347618 35.769632989714857,137.449039738358152 35.230545881867812))"
180,"POLYGON ((148.371690164778755 -34.255177933436002,148.371690164778755 -35.526507796513101,149.841069691002104 -35.943336006171101,149.841069691002104 -34.665379255424810,148.371690164778755 -34.255177933436002))"
181,"POLYGON ((-123.078901048061113 39.960306667990523,-123.078901048061113 38.774188635889267,-121.628309835221245 39.223636435157111,-121.628309835221245 40.413329157216630,-123.078901048061113 39.960306667990523))"
182,"POLYGON ((-120.158930308997881 38.439313958191477,-120.158930308997881 37.201728485683340,-118.673146489434998 37.605987764934802,-118.673146489434998 38.847944033639244,-120.158930308997881 38.439313958191477))"
183,"POLYGON ((-117.173531592732829 35.432923546436584,-117.173531592732829 34.123369251286107,-115.662830015547854 34.472768740918596,-115.662830015547826 35.788228909253242,-117.173531592732829 35.432923546436584))"
184,"POLYGON ((-115.662830015547854 37.082949961302518,-115.662830015547826 35.788228909253242,-114.143935371534070 36.123403817300670,-114.143935371534070 37.422736301324235,-115.662830015547854 37.082949961302518))"
185,"POLYGON ((-114.143935371534070 37.422736301324235,-114.143935371534070 36.123403817300670,-112.619864948040430 36.437756654776315,-112.619864948040430 37.741249163522390,-114.143935371534070 37.422736301324235))"
186,"POLYGON ((-115.662830015547826 35.788228909253242,-115.662830015547854 34.472768740918596,-114.143935371534070 34.802553347769766,-114.143935371534070 36.123403817300670,-115.662830015547826 35.788228909253242))"
187,"POLYGON ((-117.173531592732829 32.795415849928574,-117.173531592732829 31.450742525529137,-115.662830015547826 31.785821886007529,-115.662830015547854 33.138075747232620,-117.173531592732829 32.795415849928574))"
188,"POLYGON ((-96.407735769346232 30.003200801062128,-96.407735769346232 28.522248770851824,-95.059868846264123 28.579068550989316,-95.059868846264123 30.061845033158388,-96.407735769346232 30.003200801062128))"
189,"POLYGON ((-88.787867824683758 43.784439705229602,-88.787867824683758 42.544572382317149,-87.539585461408308 42.524635683013187,-87.539585461408308 43.764447259400889,-88.787867824683758 43.784439705229602))"
190,"POLYGON ((-90.000000000000000 43.790845318618594,-90.000000000000000 42.550960261641841,-88.787867824683758 42.544572382317149,-88.787867824683758 43.784439705229602,-90.000000000000000 43.790845318618594))"
191,"POLYGON ((-80.810094787025363 43.421193337884958,-80.810094787025363 42.182432635563096,-79.380344723844871 42.058229072330420,-79.380344723844871 43.296564411437458,-80.810094787025363 43.421193337884958))"
192,"POLYGON ((-87.539585461408308 35.890106393950688,-87.539585461408308 34.483857085101391,-86.256491008733093 34.451412046355919,-86.256491008733093 35.857087368914208,-87.539585461408308 35.890106393950688))"
193,"POLYGON ((-87.539585461408308 37.271734799863196,-87.539585461408308 35.890106393950688,-86.256491008733093 35.857087368914208,-86.256491008733093 37.238229255591897,-87.539585461408308 37.271734799863196))"
194,"POLYGON ((-80.810094787025363 26.873943041714885,-80.810094787025363 25.375062862003873,-79.380344723844871 25.278525632798200,-79.380344723844871 26.773404015098624,-80.810094787025363 26.873943041714885))"
195,"POLYGON ((-84.940131153735877 34.404157240638142,-84.940131153735877 32.976671051141579,-83.592264230653768 32.914901604653487,-83.592264230653768 34.341088237909368,-84.940131153735877 34.404157240638142))"
196,"POLYGON ((-83.592264230653768 34.341088237909368,-83.592264230653768 32.914901604653487,-82.214859856703825 32.836723330980419,-82.214859856703825 34.261255375031794,-83.592264230653768 34.341088237909368))"
197,"POLYGON ((-76.456308667788619 41.747046884651041,-76.456308667788619 40.481283343189595,-74.967636534702933 40.294160731454618,-74.967636534702933 41.558765055010198,-76.456308667788619 41.747046884651041))"
198,"POLYGON ((-76.456308667788619 40.481283343189595,-76.456308667788619 39.187716975637890,-74.967636534702933 39.002155783344605,-74.967636534702933 40.294160731454618,-76.456308667788619 40.481283343189595))"
199,"POLYGON ((-79.380344723844871 43.296564411437458,-79.380344723844871 42.058229072330420,-77.928171933774721 41.913337552405878,-77.928171933774721 43.151147102633310,-79.380344723844871 43.296564411437458))"
200,"POLYGON ((-79.380344723844871 44.505098209896218,-79.380344723844871 43.296564411437458,-77.928171933774721 43.151147102633310,-77.928171933774721 44.359429577801457,-79.380344723844871 44.505098209896218))"
201,"POLYGON ((-73.465162142654847 43.790487397856815,-73.465162142654847 42.583484870016164,-71.951989484238283 42.348865049049458,-71.951989484238283 43.555199575018833,-73.465162142654847 43.790487397856815))"
202,"POLYGON ((-71.951989484238283 42.348865049049458,-71.951989484238283 41.114525901791424,-70.431289688964014 40.858079481203625,-70.431289688964014 42.091099403841078,-71.951989484238283 42.348865049049458))"
203,"POLYGON ((-73.465162142654847 42.583484870016164,-73.465162142654847 41.348031198414041,-71.951989484238283 41.114525901791424,-71.951989484238283 42.348865049049458,-73.465162142654847 42.583484870016164))"
204,"POLYGON ((-46.209154681381406 -23.969438533851037,-46.209154681381406 -25.183048453272839,-45.000000000000000 -24.730142964103933,-45.000000000000000 -23.532969057915935,-46.209154681381406 -23.969438533851037))"
205,"POLYGON ((-3.097701981326219 42.509226052177787,-2.460414538591696 42.524635683013187,-2.460414538591695 43.148348489289056,-3.097701981326218 43.132913361084420,-3.097701981326219 42.509226052177787))"
206,"POLYGON ((0.601471683855441 0.601438545236424,1.212132175316239 0.601337100364027,1.212132175316239 1.211861013251071,0.601471683855441 1.212065406831011,0.601471683855441 0.601438545236424))"
207,"POLYGON ((99.189905212974637 17.831110202036708,99.901813063435185 17.796241117721113,99.901813063435185 18.546752743799040,99.189905212974637 18.582885437773079,99.189905212974637 17.831110202036708))"
208,"POLYGON ((99.189905212974637 18.582885437773079,99.901813063435185 18.546752743799040,99.901813063435185 19.298909188299803,99.189905212974637 19.336283319466034,99.189905212974637 18.582885437773079))"
209,"POLYGON ((120.895824227329015 23.773669005780704,121.628309835221245 23.610040271268740,121.628309835221245 24.289796867735909,120.895824227329015 24.456960514954371,120.895824227329015 23.773669005780704))"
210,"POLYGON ((120.158930308997881 23.934390945730545,120.895824227329015 23.773669005780704,120.895824227329015 24.456960514954371,120.158930308997881 24.621132164044631,120.158930308997881 23.934390945730545))"
211,"POLYGON ((121.628309835221245 36.779179281741200,122.356095183711972 36.561400737497216,122.356095183711972 37.178983280892439,121.628309835221245 37.398117435741696,121.628309835221245 36.779179281741200))"
212,"POLYGON ((120.895824227329015 31.201515329462008,121.628309835221245 31.004816755371817,121.628309835221245 31.662320431476907,120.895824227329015 31.861350608553124,120.895824227329015 31.201515329462008))"
213,"POLYGON ((120.895824227329015 35.102025274653506,121.628309835221245 34.893090483217478,121.628309835221245 35.526507796513101,120.895824227329015 35.737075281679395,120.895824227329015 35.102025274653506))"
214,"POLYGON ((116.419389002643186 32.296840177808662,117.173531592732829 32.125058149917209,117.173531592732829 32.795415849928574,116.419389002643186 32.969077264670503,116.419389002643186 32.296840177808662))"
