ID,WKT
151,"POLYGON ((7.816922749077773 46.172135136695879,7.837716230932599 46.247697565792492,7.746702285566246 46.253919008450723,7.726144337299077 46.178324501623848,7.816922749077773 46.172135136695879))"
152,"POLYGON ((7.956553599314613 46.008854720994897,7.977637447276196 46.084128028367132,7.886872695242527 46.090446843308996,7.866022623270748 46.015140993452931,7.956553599314613 46.008854720994897))"
153,"POLYGON ((8.020076265645800 46.235010328234601,8.041432325382937 46.310619007756110,7.949960515910107 46.317036513507382,7.928841102178012 46.241394758847001,8.020076265645800 46.235010328234601))"
154,"POLYGON ((8.154699428384230 46.379805689994100,8.176478360385451 46.455603298980456,8.084420501224249 46.462170621462000,8.062880218791838 46.386339160118943,8.154699428384230 46.379805689994100))"
155,"POLYGON ((8.268645414735770 46.448952590154434,8.290757955202984 46.524826701378764,8.198351217653991 46.531511866461969,8.176478360385451 46.455603298980456,8.268645414735770 46.448952590154434))"
156,"POLYGON ((8.106053732380616 46.538113224947857,8.127780476351807 46.614166800748087,8.035352356040772 46.620718412119473,8.013866159617201 46.544631037162404,8.106053732380616 46.538113224947857))"
157,"POLYGON ((7.749748321047855 46.952079183404386,7.770724134808312 47.028854296188108,7.677639828059231 47.035151173808501,7.656909222283973 46.958343482301281,7.749748321047855 46.952079183404386))"
158,"POLYGON ((7.863922094148371 47.022472661244436,7.885236108518661 47.099325398530198,7.791791839417978 47.105740219652020,7.770724134808312 47.028854296188108,7.863922094148371 47.022472661244436))"
159,"POLYGON ((8.309144473178931 46.912712996151946,8.331592999698980 46.989283621025280,8.237836944299158 46.996093109245052,8.215634018244323 46.919487325014146,8.309144473178931 46.912712996151946))"
160,"POLYGON ((8.286793356892961 46.836252259260334,8.309144473178931 46.912712996151946,8.215634018244323 46.919487325014146,8.193527492809201 46.842991618576029,8.286793356892961 46.836252259260334))"
161,"POLYGON ((8.380168685344744 46.829427390640269,8.402764441304344 46.905852726831846,8.309144473178931 46.912712996151946,8.286793356892961 46.836252259260334,8.380168685344744 46.829427390640269))"
162,"POLYGON ((8.445317846831962 47.373778336752686,8.468363538694774 47.451004208780269,8.373112359801237 47.458028698322053,8.350318445982198 47.380766505836803,8.445317846831962 47.373778336752686))"
163,"POLYGON ((8.188394411481775 47.156427556567799,8.210641490033789 47.233397729241318,8.116364018638627 47.240139277282957,8.094365503789035 47.163134246899688,8.188394411481775 47.156427556567799))"
164,"POLYGON ((7.928145176578536 47.253362014537302,7.949741390095905 47.330545509862013,7.855551993058454 47.337060978062169,7.834205194512621 47.259843751278382,7.928145176578536 47.253362014537302))"
165,"POLYGON ((7.855551993058454 47.337060978062169,7.876992978664997 47.414388252740501,7.782667141615784 47.420850706845073,7.761476547154152 47.343489955828062,7.855551993058454 47.337060978062169))"
166,"POLYGON ((8.138459257599624 47.317253995830271,8.160651819378717 47.394478204113142,8.065986018900940 47.401202278564995,8.044044044215273 47.323943274275940,8.138459257599624 47.317253995830271))"
167,"POLYGON ((8.160651819378717 47.394478204113142,8.182942307483673 47.471811700564750,8.088024870400064 47.478570760387143,8.065986018900940 47.401202278564995,8.160651819378717 47.394478204113142))"
168,"POLYGON ((8.468363538694774 47.451004208780269,8.491510920716498 47.528338579278248,8.396006913833304 47.535399586558718,8.373112359801237 47.458028698322053,8.468363538694774 47.451004208780269))"
169,"POLYGON ((7.782667141615784 47.420850706845073,7.803951454258062 47.498321489833778,7.709488963632379 47.504730512702601,7.688456022090540 47.427226511019263,7.782667141615784 47.420850706845073))"
170,"POLYGON ((7.740379091258496 47.266239434230378,7.761476547154152 47.343489955828062,7.667515742652332 47.349832721571438,7.646667551746190 47.272549340805128,7.740379091258496 47.266239434230378))"
171,"POLYGON ((8.730467916099665 47.668791291432235,8.754436281012172 47.746374276280918,8.657948323237804 47.753727967615106,8.634236022185195 47.676106953549791,8.730467916099665 47.668791291432235))"
172,"POLYGON ((8.706605279401625 47.591315753927667,8.730467916099665 47.668791291432235,8.634236022185195 47.676106953549791,8.610628385657154 47.598593592048815,8.706605279401625 47.591315753927667))"
173,"POLYGON ((8.874617986224546 47.499197151210950,8.898883489225693 47.576488421275528,8.802690562682502 47.583947453023512,8.778679037846851 47.506617655770867,8.874617986224546 47.499197151210950))"
174,"POLYGON ((8.970663818620116 47.491686104342179,8.995183309060112 47.568938392309363,8.898883489225693 47.576488421275528,8.874617986224546 47.499197151210950,8.970663818620116 47.491686104342179))"
175,"POLYGON ((8.659194583046324 47.436687896882624,8.682847717717818 47.513947883557094,8.587124766389787 47.521188101774200,8.563724522277461 47.443890698166882,8.659194583046324 47.436687896882624))"
176,"POLYGON ((8.730971769862130 47.352281311020207,8.754772989799232 47.429395536945023,8.659194583046324 47.436687896882624,8.635645232533159 47.359536007253013,8.730971769862130 47.352281311020207))"
177,"POLYGON ((8.707274734495124 47.275275189265038,8.730971769862130 47.352281311020207,8.635645232533159 47.359536007253013,8.612199028422435 47.282492424818017,8.707274734495124 47.275275189265038))"
178,"POLYGON ((8.588855338007072 47.205557356542705,8.612199028422435 47.282492424818017,8.517231616586630 47.289620996698353,8.494137696140013 47.212649113742408,8.588855338007072 47.205557356542705))"
179,"POLYGON ((8.660190668698482 47.121588087396844,8.683681245245348 47.198377379756977,8.588855338007072 47.205557356542705,8.565613533580127 47.128731006222061,8.660190668698482 47.121588087396844))"
180,"POLYGON ((8.683681245245348 47.198377379756977,8.707274734495124 47.275275189265038,8.612199028422435 47.282492424818017,8.588855338007072 47.205557356542705,8.683681245245348 47.198377379756977))"
181,"POLYGON ((8.921946887185705 47.337503528155068,8.946251898069836 47.414541077371524,8.850459007654326 47.422013352006367,8.826405899047490 47.344937239272348,8.921946887185705 47.337503528155068))"
182,"POLYGON ((9.017593997751625 47.329979915467625,9.042150918864237 47.406978450015735,8.946251898069836 47.414541077371524,8.921946887185705 47.337503528155068,9.017593997751625 47.329979915467625))"
183,"POLYGON ((9.088645973075428 47.245514342077804,9.113346490618685 47.322366140680479,9.017593997751625 47.329979915467625,8.993144363113167 47.253088862362247,9.088645973075428 47.245514342077804))"
184,"POLYGON ((8.993144363113167 47.253088862362247,9.017593997751625 47.329979915467625,8.921946887185705 47.337503528155068,8.897748130957812 47.260573670231558,8.993144363113167 47.253088862362247))"
185,"POLYGON ((9.134674792889030 47.084547680839258,9.159409500201628 47.161145026427654,9.064053110501376 47.168770025428245,9.039567246978422 47.092133400162602,9.134674792889030 47.084547680839258))"
186,"POLYGON ((9.279962370612907 47.230095133755185,9.305164644866545 47.306867071151096,9.209203622079450 47.314661944953031,9.184252222778383 47.237849851328782,9.279962370612907 47.230095133755185))"
187,"POLYGON ((9.305164644866545 47.306867071151096,9.330477287543582 47.383745846804587,9.234264364788601 47.391581093501053,9.209203622079450 47.314661944953031,9.305164644866545 47.306867071151096))"
188,"POLYGON ((9.716352617103505 47.351488447245529,9.742787797457552 47.428306907145128,9.645914119691065 47.436551645513603,9.619731766070100 47.359690764300936,9.716352617103505 47.351488447245529))"
189,"POLYGON ((9.523211750004467 47.367800935722904,9.549141242214855 47.444703779537264,9.452469937916668 47.452763560752885,9.426793335970427 47.375819212347416,9.523211750004467 47.367800935722904))"
190,"POLYGON ((9.549141242214855 47.444703779537264,9.575184528326451 47.521712577005168,9.478259302488201 47.529814086428480,9.452469937916668 47.452763560752885,9.549141242214855 47.444703779537264))"
191,"POLYGON ((9.426793335970427 47.375819212347416,9.452469937916668 47.452763560752885,9.355900976180505 47.460731242509169,9.330477287543582 47.383745846804587,9.426793335970427 47.375819212347416))"
192,"POLYGON ((9.401228808173920 47.298981263864576,9.426793335970427 47.375819212347416,9.330477287543582 47.383745846804587,9.305164644866545 47.306867071151096,9.401228808173920 47.298981263864576))"
193,"POLYGON ((9.446099123717582 47.137730348545141,9.471691376651485 47.214314001246258,9.375775671447883 47.222249934703946,9.350433248057991 47.145625441027086,9.446099123717582 47.137730348545141))"
194,"POLYGON ((9.541866673081014 47.129744721683338,9.567708734112806 47.206287082194990,9.471691376651485 47.214314001246258,9.446099123717582 47.137730348545141,9.541866673081014 47.129744721683338))"
195,"POLYGON ((9.516136669188869 47.053308969715680,9.541866673081014 47.129744721683338,9.446099123717582 47.137730348545141,9.420617920999730 47.061253525449700,9.516136669188869 47.053308969715680))"
196,"POLYGON ((9.983620759611291 46.700073334561033,9.996984873790456 46.737938437611824,9.949347301666752 46.742119107857484,9.936044287495703 46.704243277939732,9.983620759611291 46.700073334561033))"
197,"POLYGON ((9.949347301666752 46.742119107857484,9.962678918740018 46.780021515831940,9.915004362265206 46.784190361747882,9.901733971946665 46.746277253848497,9.949347301666752 46.742119107857484))"
198,"POLYGON ((9.936044287495703 46.704243277939732,9.949347301666752 46.742119107857484,9.901733971946665 46.746277253848497,9.888492063376068 46.708390752550592,9.936044287495703 46.704243277939732))"
199,"POLYGON ((9.904034493332233 46.473441679658883,9.917228054918494 46.511146953247980,9.869955278836770 46.515263689839209,9.856822097826825 46.477547859870128,9.904034493332233 46.473441679658883))"
200,"POLYGON ((9.917228054918494 46.511146953247980,9.930449830374130 46.548878927567245,9.883116554584568 46.553006248763317,9.869955278836770 46.515263689839209,9.917228054918494 46.511146953247980))"
201,"POLYGON ((9.869955278836770 46.515263689839209,9.883116554584568 46.553006248763317,9.835807547590688 46.557111321777960,9.822706776363841 46.519358233056884,9.869955278836770 46.515263689839209))"
202,"POLYGON ((10.039670107886302 46.306411348326172,10.052991230780465 46.343967256546428,10.005863000052807 46.348130126669908,9.992601764724792 46.310563557288027,10.039670107886302 46.306411348326172))"
203,"POLYGON ((9.840964179902720 46.712515787807419,9.854144977624392 46.750412905037379,9.806580411491353 46.754526090986964,9.793460729523648 46.716618413233817,9.840964179902720 46.712515787807419))"
204,"POLYGON ((9.664034207085990 46.766731154671980,9.676998389429263 46.804696929214373,9.629471205861053 46.808730919037025,9.616568277544822 46.770754777480789,9.664034207085990 46.766731154671980))"
205,"POLYGON ((9.711524933940726 46.762685185967982,9.724550366625049 46.800640538112795,9.676998389429263 46.804696929214373,9.664034207085990 46.766731154671980,9.711524933940726 46.762685185967982))"
206,"POLYGON ((9.525361914213294 46.934880407134834,9.538191429086810 46.972994494307720,9.490518044470486 46.976980038398317,9.477750288877314 46.938855695889458,9.525361914213294 46.934880407134834))"
207,"POLYGON ((9.572998692539683 46.930882671872581,9.585889963787032 46.968986447943749,9.538191429086810 46.972994494307720,9.525361914213294 46.934880407134834,9.572998692539683 46.930882671872581))"
208,"POLYGON ((9.465010126222023 46.900758136630799,9.477750288877314 46.938855695889458,9.430163908840246 46.942808568844221,9.417485383902015 46.904700837302357,9.465010126222023 46.900758136630799))"
209,"POLYGON ((9.395247095899164 46.984883742873031,9.407918753079890 47.023055241039614,9.360259483132428 47.026983578679165,9.347649716618760 46.988801965082914,9.395247095899164 46.984883742873031))"
210,"POLYGON ((9.347649716618760 46.988801965082914,9.360259483132428 47.026983578679165,9.312625730950906 47.030889481968877,9.300077856770114 46.992697808669860,9.347649716618760 46.988801965082914))"
211,"POLYGON ((9.225358478247204 46.764112845765744,9.237744512985527 46.802142942908546,9.190505863839817 46.805966820217719,9.178180977570017 46.767926879056581,9.225358478247204 46.764112845765744))"
212,"POLYGON ((8.836254711013028 46.600269650257168,8.848084367640883 46.638231277850458,8.801332009334164 46.641854479389693,8.789562878755239 46.603883516978378,8.836254711013028 46.600269650257168))"
213,"POLYGON ((8.766339844226207 46.683463718294810,8.778099066634898 46.721498624258082,8.731278018883755 46.725097288996487,8.719579562604794 46.687053105846985,8.766339844226207 46.683463718294810))"
214,"POLYGON ((8.813126531940160 46.679852759579568,8.824946523377168 46.717878334354360,8.778099066634898 46.721498624258082,8.766339844226207 46.683463718294810,8.813126531940160 46.679852759579568))"
215,"POLYGON ((9.015187731726527 47.015604672523395,9.027364236292980 47.053855536373675,8.979911676605109 47.057605279428465,8.967797066360397 47.019344744652990,9.015187731726527 47.015604672523395))"
216,"POLYGON ((9.027364236292980 47.053855536373675,9.039567246978422 47.092133400162602,8.992052666771006 47.095892840226149,8.979911676605109 47.057605279428465,9.027364236292980 47.053855536373675))"
217,"POLYGON ((8.967797066360397 47.019344744652990,8.979911676605109 47.057605279428465,8.932485365832607 47.061332840878094,8.920432648818238 47.023062690523602,8.967797066360397 47.019344744652990))"
218,"POLYGON ((8.660597412637159 46.964768487972322,8.672289685919882 47.003031454431515,8.625146391870880 47.006608058951386,8.613515744958884 46.968335857927691,8.660597412637159 46.964768487972322))"
219,"POLYGON ((8.566460943655207 46.971881437356757,8.578029967913809 47.010162818237703,8.530940502233744 47.013695764945261,8.519433096575820 46.975405258860853,8.566460943655207 46.971881437356757))"
220,"POLYGON ((8.530940502233744 47.013695764945261,8.542472992386594 47.052013574495383,8.495348831979653 47.055533836529634,8.483878082792783 47.017206931826003,8.530940502233744 47.013695764945261))"
221,"POLYGON ((8.507950698940071 46.937142080441006,8.519433096575820 46.975405258860853,8.472432291347999 46.978907355137927,8.461011381522990 46.940635130596952,8.507950698940071 46.937142080441006))"
